movie_id,title,original_title,original_language,release_date,runtime,budget,revenue,vote_average,vote_count,popularity,genres,production_companies,production_countries,release_year,release_month,director,actors
562443,극장판 공룡메카드: 타이니소어의 섬,극장판 공룡메카드: 타이니소어의 섬,ko,2019-01-10,71,0,0,0.0,0,0.3262,"['애니메이션', '모험', 'SF']",['Choirock Contents Factory'],['KR'],2019.0,1.0,Choe Shin-gyu,
563103,도어락,도어락,ko,2018-12-05,102,0,11,7.446,148,1.6224,"['스릴러', '범죄', '미스터리']","['Plus M Entertainment', 'Studio Pieona']",['KR'],2018.0,12.0,Lee Kwon,"Gong Hyo-jin, Kim Ye-won, Kim Seung-o, Jo Bok-rae, Lee Ga-sub"
564863,말모이,말모이,ko,2019-01-09,135,0,0,7.8,26,1.206,"['드라마', '코미디', '역사']","['The LAMP', 'Lotte Entertainment']",['KR'],2019.0,1.0,Eom Yu-na,"Yoo Hai-jin, Yoon Kye-sang, Kim Hong-pa, Woo Hyeon, Kim Tae-hun"
565304,황진이,황진이,ko,2015-12-10,97,0,0,5.0,1,0.7166,"['로맨스', '드라마']",[],['KR'],2015.0,12.0,Sin Jeong-gyoon,"Jang Sung-won, Shin Yu-ju, Heo Dong-won, Jeong Neom-chyeo, Shim Ho-sung"
566397,남산의 부장들,남산의 부장들,ko,2020-01-22,113,0,0,7.0,133,1.567,"['드라마', '스릴러']","['Hive Media Corp', 'Gemstone Pictures', 'Showbox']",['KR'],2020.0,1.0,Woo Min-ho,"Lee Byung-hun, Lee Sung-min, Kwak Do-won, Lee Hee-jun, Kim So-jin"
566545,김군,김군,ko,2019-05-23,89,0,0,8.0,3,0.5231,['다큐멘터리'],"['Full Film', '1011 Film', 'Cinema 6411']",['KR'],2019.0,5.0,Kang Sang-woo,"Ahn Jee-hwan, Kim goon, Ji man won, Lee chang sung, Ju ok"
566936,삼촌,삼촌,ko,2019-11-28,99,0,0,5.7,9,1.245,"['드라마', '스릴러', '미스터리']",['Jin Film'],['KR'],2019.0,11.0,Kim Hyoung Jin,"Chung Ye-jin, Kang Shin-hyo, Kang Shin-chul, Ko Kyu-phil, No Ji-yoo"
567629,장사리: 잊혀진 영웅들,장사리: 잊혀진 영웅들,ko,2019-09-25,104,0,7883200,6.8,86,2.3093,"['드라마', '역사', '전쟁']","['Taewon Entertainment', 'Warner Bros. Korea', 'Film 295']",['KR'],2019.0,9.0,Kwak Kyung-taek,"Kim Myung-min, Minho, Kim Sung-cheol, Kim In-kwon, Kwak Si-yang"
567646,극한직업,극한직업,ko,2019-01-23,111,8120000,124652206,7.144,316,3.046,"['액션', '코미디', '범죄']","['CJ Entertainment', 'about Film', 'Haegrimm Pictures']",['KR'],2019.0,1.0,Lee Byeong-heon,"Ryu Seung-ryong, Lee Hanee, Jin Sun-kyu, Lee Dong-hwi, Gong Myoung"
567810,영시,영시,ko,2018-11-29,96,0,0,0.0,0,0.2559,[],[],[],2018.0,11.0,Choi Si-hyung,"Cho Hyun-chul, Choi Si-hyung, You E-den, Seo Eun-soo"
568300,러브 유어셀프 인 서울,러브 유어셀프 인 서울,ko,2019-01-26,112,0,10195760,8.259,449,1.9446,"['음악', '다큐멘터리']","['Big Hit Entertainment', 'CJ Entertainment', 'CJ CGV']",['KR'],2019.0,1.0,Son Sung-deuk,"RM, Jin, Suga, j-hope, Jimin"
568320,뺑반,뺑반,ko,2019-01-30,133,0,0,7.122,74,1.8478,"['범죄', '액션']","['Showbox', 'HODU&U Pictures']",['KR'],2019.0,1.0,Han Jun-hee,"Gong Hyo-jin, Ryu Jun-yeol, Cho Jung-seok, Yum Jung-ah, Jeon Hye-jin"
568761,마이너클럽,마이너클럽,ko,2014-12-16,95,0,0,0.0,0,0.3466,"['로맨스', '코미디']",[],['KR'],2014.0,12.0,,"You Chea-myung, Seo Yeong, Choi Hong-joon, Shim Young-eun"
569016,언니,언니,ko,2019-01-01,91,0,0,7.4,155,1.3371,"['액션', '드라마', '범죄', '스릴러']","['The Contents On', 'JNC Media Group', 'kth', 'Filma Pictures', 'Finecut']",['KR'],2019.0,1.0,Lim Kyoung-tack,"Lee Si-young, Park Se-wan, Lee Jun-hyuk, Choi Jin-ho, Lee Hyeong-cheol"
569123,오늘도 평화로운,오늘도 평화로운,ko,2019-04-04,90,0,0,5.7,3,0.2603,"['액션', '코미디']",['curuki Studio'],['KR'],2019.0,4.0,Back Seung-kee,"Son I-yong, Min Ji-Hyuk, Park jina, kam-seungmin, Lee Hae-in"
569191,나는 곤경에 처했다!,나는 곤경에 처했다!,ko,2009-12-10,98,0,0,2.0,1,0.9505,"['로맨스', '드라마', '코미디']","['Korean Academy of Film Arts', 'CJ Entertainment', 'CJ CGV']",['KR'],2009.0,12.0,So Sang-min,"Min Sung-wook, Jeong Ji-yeon, Lee Seung-joon, Kim Joo-ryoung, Lee Hee-jun"
569267,천문: 하늘에 묻는다,천문: 하늘에 묻는다,ko,2019-12-26,132,0,0,7.0,19,1.1729,"['역사', '드라마']","['Hive Media Corp', 'Lotte Entertainment']",['KR'],2019.0,12.0,Hur Jin-ho,"Choi Min-sik, Han Suk-kyu, Shin Gu, Huh Joon-ho, Kim Tae-woo"
569548,엄마,엄마,ko,2005-04-07,95,0,0,5.0,1,0.2826,['드라마'],[],['KR'],2005.0,4.0,Koo Sung-zoo,"Goh Doo-shim, Son Byung-ho, Kim Yu-seok, Kim Ye-ryeong, Park Won-sang"
569715,맛있는 세자매,맛있는 세자매,ko,2018-10-04,81,0,0,4.5,8,0.1735,['로맨스'],[],[],2018.0,10.0,Zhang Du Bay,"Yoo Sul-young, Jo Wan-jin, Sang Woo, Oh Ji-hyun"
569890,어른이 되면,어른이 되면,ko,2018-12-13,98,0,0,0.0,0,0.1515,['다큐멘터리'],['Cinema Dal'],['KR'],2018.0,12.0,Jang Hye-yeong,Jang Hye-yeong
570424,그대 이름은 장미,그대 이름은 장미,ko,2019-01-16,125,0,0,6.0,9,1.4431,['코미디'],"['MCMC', 'Little Big Pictures', 'Michigan Venture Capital']",['KR'],2019.0,1.0,Jo Seok-hyun,"Yoo Ho-jeong, Park Sung-woong, Oh Jung-se, Chae Soo-bin, Ha Yeon-soo"
570503,유열의 음악앨범,유열의 음악앨범,ko,2019-08-28,122,0,8631781,7.789,298,2.8928,"['로맨스', '드라마']","['Jung Ji-woo Film', 'Movierock', 'CGV Arthouse', 'Film Bongok']",['KR'],2019.0,8.0,Jung Ji-woo,"Kim Go-eun, Jung Hae-in, Park Hae-joon, Kim Guk-hee, Jung Yoo-jin"
570508,증인,증인,ko,2019-02-13,129,0,0,7.8,77,1.7406,['드라마'],"['Movierock', 'Studio By The Library', 'Lotte Entertainment']",['KR'],2019.0,2.0,Lee Han,"Jung Woo-sung, Kim Hyang-gi, Lee Kyoo-hyung, Jang Young-nam, Yeom Hye-ran"
570511,"힘을 내요, 미스터 리","힘을 내요, 미스터 리",ko,2019-09-11,110,0,0,7.8,24,0.9282,"['드라마', '코미디', '가족']","['Yong Film', 'Dexter Studios', 'Next Entertainment World', 'Contents Panda']",['KR'],2019.0,9.0,Lee Kae-byeok,"Cha Seung-won, Um Chae-young, Park Hae-joon, Kim Hye-ok, An Kil-kang"
571078,돈,돈,ko,2019-03-20,115,0,0,6.9,26,0.9198,"['범죄', '드라마']","['Sanai Pictures', 'Moonlight Film', 'Showbox']",['KR'],2019.0,3.0,Park Noo-ri,"Ryu Jun-yeol, Yoo Ji-tae, Jo Woo-jin, Kim Jae-young, Won Jin-ah"
571477,평상,평상,ko,2015-10-01,3,0,0,0.0,0,0.0239,['애니메이션'],[],[],2015.0,10.0,HWANG Dong-wook,
571603,배심원들,배심원들,ko,2019-05-15,114,0,0,7.4,31,1.1393,['드라마'],"['CGV Arthouse', 'Banzakbanzak Film Production']",['KR'],2019.0,5.0,Hong Seung-wan,"Moon So-ri, Park Hyung-sik, Baek Soo-jang, Cha Mi-kyeong, Yoon Kyung-ho"
571608,광대들: 풍문조작단,광대들: 풍문조작단,ko,2019-08-21,108,0,0,6.9,7,1.8443,"['역사', '코미디']","['Simplex Films', 'Warner Bros. Korea']",['KR'],2019.0,8.0,Kim Joo-ho,"Cho Jin-woong, Son Hyun-joo, Park Hee-soon, Ko Chang-seok, Kim Seul-ki"
571625,클로젯,클로젯,ko,2020-02-05,97,0,0,7.188,191,1.519,"['공포', '스릴러']","['Perfect Storm Film', 'Moonlight Film', 'CJ Entertainment']",['KR'],2020.0,2.0,Kim Kwang-bin,"Ha Jung-woo, Kim Nam-gil, Heo Yool, Kim Si-a, Shin Hyun-been"
571627,사자,사자,ko,2019-07-31,129,0,11750306,6.7,269,1.6307,"['액션', '공포', '스릴러']","['Lotte Entertainment', 'Content K', 'KEYEAST']",['KR'],2019.0,7.0,Jason Kim,"Park Seo-jun, Ahn Sung-ki, Woo Do-hwan, Choi Woo-shik, Park Ji-hyun"
571632,미성년,미성년,ko,2019-04-11,95,0,0,7.5,38,1.3717,['드라마'],"['RedPeter Films', 'Studio Santa Claus Entertainment', 'Showbox', 'Huayi Brothers Pictures']","['CN', 'KR']",2019.0,4.0,Kim Yun-seok,"Yum Jung-ah, Kim So-jin, Kim Hye-jun, Park Se-jin, Kim Yun-seok"
571648,지푸라기라도 잡고 싶은 짐승들,지푸라기라도 잡고 싶은 짐승들,ko,2020-02-19,108,0,5707415,7.1,258,1.7841,"['미스터리', '스릴러', '범죄', '드라마']","['BA Entertainment', 'Plus M Entertainment']",['KR'],2020.0,2.0,Kim Yong-hoon,"Jeon Do-yeon, Jung Woo-sung, Bae Sung-woo, Youn Yuh-jung, Jeong Man-sik"
571719,소년 감독,소년 감독,ko,2008-10-30,82,0,0,0.0,0,0.1213,"['가족', '드라마']",[],['KR'],2008.0,10.0,Lee Tae-gyeom,"론다 리 잭트니, Yoon Je-moon, Choi Yeo-jin, 김관우, Kim Sang-ho"
571783,자전차왕 엄복동,자전차왕 엄복동,ko,2019-02-27,118,12547000,1091477,6.7,16,1.2252,['드라마'],['Celltrion Entertainment'],['KR'],2019.0,2.0,Kim Yoo-sung,"Rain, Kang So-ra, Lee Beom-soo, Ko Chang-seok, Kim Hie-won"
571786,걸캅스,걸캅스,ko,2019-05-09,107,0,0,6.8,69,1.4946,"['액션', '코미디', '범죄']","['Film Momentum', 'CJ Entertainment']",['KR'],2019.0,5.0,Dawon Jung,"Ra Mi-ran, Lee Sung-kyoung, Yoon Sang-hyun, Sooyoung Choi, Yeom Hye-ran"
571787,나의 특별한 형제,나의 특별한 형제,ko,2019-05-01,114,0,0,8.151,53,1.402,"['코미디', '드라마']","['Myung Films', 'Joy Rabbit', 'Next Entertainment World']",['KR'],2019.0,5.0,Yook Sang-hyo,"Shin Ha-kyun, Lee Kwang-soo, Esom, Park Cheol-min, Kwon Hae-hyo"
571803,그 사람 추기경,그 사람 추기경,ko,2014-08-06,121,0,0,0.0,0,0.0289,['다큐멘터리'],"['cpbc', 'Mountain Pictures']",['KR'],2014.0,8.0,Jeon Seong-woo,Kim Sou-hwan
571805,그빨로,그빨로,ko,2016-06-09,102,0,0,0.0,0,0.0071,['스릴러'],[],['KR'],2016.0,6.0,Gwon Man-hoe,
572151,기묘한 가족,기묘한 가족,ko,2019-02-13,112,0,0,6.731,78,2.432,"['코미디', '공포', '드라마']","['Cine Joo', 'Plus M Entertainment', 'Oscar 10 Studio']",['KR'],2019.0,2.0,Lee Min-jae,"Jung Jae-young, Kim Nam-gil, Uhm Ji-won, Lee Soo-kyung, Jung Ga-ram"
572158,진범,진범,ko,2019-07-10,100,0,0,7.3,22,1.0779,"['스릴러', '미스터리', '범죄']","['Little Big Pictures', 'Gom Pictures']",['KR'],2019.0,7.0,Koh Jung-wook,"Song Sae-byuk, Yu Seon, Jang Hyuk-jin, Oh Min-suk, Han Soo-yeon"
572164,엑시트,엑시트,ko,2019-07-31,103,10892000,69501772,7.652,264,2.0487,"['액션', '코미디']","['Filmmaker R&K', 'filmK', 'CJ Entertainment']",['KR'],2019.0,7.0,Lee Sang-geun,"Cho Jung-seok, Yoona, Goh Doo-shim, Park In-hwan, Kim Ji-young"
572195,더러운 돈에 손대지 마라,더러운 돈에 손대지 마라,ko,2024-10-17,100,0,0,5.222,9,1.5903,"['범죄', '액션', '드라마']","['JK Film', 'Leeyang Film']",['KR'],2024.0,10.0,Kim Min-su,"Jung Woo, Kim Dae-myung, Park Byung-eun, Cho Hyun-chul, Jung Hae-kyun"
572197,미스터 주: 사라진 VIP,미스터 주: 사라진 VIP,ko,2020-01-22,114,0,4354691,6.871,31,1.5731,"['코미디', '액션', '판타지']","['Leeyang Film', 'Little Big Pictures', 'Plus M Entertainment', 'HJ Film']",['KR'],2020.0,1.0,Kim Tae-yun,"Lee Sung-min, Kim Seo-hyung, Bae Jung-nam, Shin Ha-kyun, Kal So-won"
572696,우상,우상,ko,2019-03-20,144,0,0,6.1,11,1.613,['스릴러'],"['CGV Arthouse', 'Barunson', 'Vill Lee Film']",['KR'],2019.0,3.0,Lee Su-jin,"Han Suk-kyu, Sul Kyung-gu, Chun Woo-hee, Yoo Seung-mok, Hyun Bong-sik"
572703,두번할까요,두번할까요,ko,2019-10-17,112,0,0,7.0,13,0.8711,"['로맨스', '코미디']","['Little Big Pictures', 'Woollim', 'kth']",['KR'],2019.0,10.0,Park Yong-jib,"Kwon Sang-woo, Lee Jung-hyun, Lee Jong-hyuk, Sung Dong-il, Jung Sang-hoon"
572988,나랏말싸미,나랏말싸미,ko,2019-07-24,109,0,0,7.4,14,0.798,"['역사', '드라마']","['Plus M Entertainment', 'Doodoong Pictures']",['KR'],2019.0,7.0,Cho Chul-hyun,"Song Kang-ho, Park Hae-il, Jeon Mi-seon, Choi Deok-moon, Jung Hae-kyun"
573368,히어로,히어로,ko,2013-10-08,99,0,0,5.0,1,1.0416,"['가족', '드라마', 'SF']","['Filma Pictures', 'Mains Entertainment']",['KR'],2013.0,10.0,Kim Bong-han,"Oh Jung-se, Park Cheol-min, Jung Eun-pyo, Shin Ji-soo, Hwang In-yeong"
573610,썬키스 패밀리,썬키스 패밀리,ko,2019-03-27,105,0,0,6.286,7,2.6537,"['코미디', '가족', '드라마']","['Plus M Entertainment', 'Union Investment Partners', 'CJ ENM', 'Doodoong Pictures']",['KR'],2019.0,3.0,Kim Ji-hye,"Park Hee-soon, Jin Kyung, Hwang Woo-seul-hye, Jang Seong-beom, Yoon Bo-ra"
573771,여동생 친구,여동생 친구,ko,2018-05-10,72,0,0,4.0,1,1.2864,"['드라마', '로맨스']",[],['KR'],2018.0,5.0,Lee Jun,"Han Se-hee, Doyun Min, Min Do-yoon"
573787,킹메이커,킹메이커,ko,2022-01-26,123,0,6019720,7.1,26,1.0752,"['드라마', '역사']","['Plus M Entertainment', 'See Át Film']",['KR'],2022.0,1.0,Byun Sung-hyun,"Sul Kyung-gu, Lee Sun-kyun, You Chea-myung, Jo Woo-jin, Park In-hwan"
573791,봉오동 전투,봉오동 전투,ko,2019-08-07,135,0,0,7.295,44,1.7645,"['역사', '액션', '전쟁']","['Showbox', 'W-Pictures', 'Big Stone Pictures']",['KR'],2019.0,8.0,Won Shin-yeon,"Yoo Hai-jin, Ryu Jun-yeol, Jo Woo-jin, Kazuki Kitamura, Hiroyuki Ikeuchi"
573801,국제수사,국제수사,ko,2020-09-29,106,2100000,0,6.3,15,1.2839,"['범죄', '코미디', '액션']","['영화사 장춘', 'Showbox']",['KR'],2020.0,9.0,Kim Bong-han,"Kwak Do-won, Kim Dae-myung, Kim Sang-ho, Kim Hie-won, Shin Dong-mi"
573808,퍼펙트맨,퍼펙트맨,ko,2019-10-02,117,0,0,6.63,27,2.1781,['드라마'],['Showbox'],['KR'],2019.0,10.0,Yong Soo,"Sul Kyung-gu, Cho Jin-woong, Huh Joon-ho, Kim Sa-rang, Jin Sun-kyu"
574116,요정 미인관,요정 미인관,ko,2017-11-14,101,0,0,3.0,2,0.8759,"['드라마', '미스터리']",[],[],2017.0,11.0,EROPING,"Hayashi Risa, Han Ga-hee, Choi Se-woong, Lim Ji-ah, Son Yoo-jin"
574297,생일,생일,ko,2019-04-03,120,0,0,8.1,27,1.0571,['드라마'],"['Next Entertainment World', 'NOWFILM', 'RedPeter Films', 'Pinehouse Film', 'Contents Panda']",['KR'],2019.0,4.0,Lee Jong-un,"Sul Kyung-gu, Jeon Do-yeon, Do Yeong-seo, Yoon Chan-young, Kim Soo-jin"
574302,타짜: 원 아이드 잭,타짜: 원 아이드 잭,ko,2019-09-11,139,0,15704187,6.3,27,1.7562,"['범죄', '드라마']","['Sidus', 'Lotte Entertainment', 'BA Entertainment', 'MCMC']",['KR'],2019.0,9.0,Kwon O-kwang,"Park Jeong-min, Ryoo Seung-bum, Choi Yu-hwa, Woo Hyeon, Yoon Je-moon"
574303,악질경찰,악질경찰,ko,2019-03-20,127,0,0,6.079,120,1.9287,"['액션', '범죄', '드라마', '스릴러']","['Dice Film', 'Warner Bros. Korea', 'Generation Blue Films']",['KR'],2019.0,3.0,Lee Jeong-beom,"Lee Sun-kyun, Jeon So-nee, Park Hae-joon, Lee You-young, Park Byung-eun"
574539,졸업,졸업,ko,2019-11-07,114,0,0,0.0,0,0.1759,['다큐멘터리'],['Cinema Dal'],['KR'],2019.0,11.0,Park Ju-hwan,Park Ju-hwan
574840,"어쩌다, 결혼","어쩌다, 결혼",ko,2019-02-27,87,0,0,5.8,5,1.3709,"['로맨스', '코미디']","['BA Entertainment', 'CGV Arthouse', 'Artist Company']",['KR'],2019.0,2.0,Park Ho-chan,"Kim Dong-wook, Ko Sung-hee, Hwang Bo-ra, Kim Eui-sung, Im Ye-jin"
574944,Developpe,Developpe,ko,2014-01-01,0,0,0,0.0,0,0.0071,['애니메이션'],[],[],2014.0,1.0,,
575354,시간 에이전트,시간 에이전트,ko,2016-07-01,26,0,0,7.0,1,0.0602,"['SF', '드라마']",[],[],2016.0,7.0,Jude Chun,"Gwui-Woong Choi, Jeon Young-hee, Jang Sun, Shin-Young Jeon, Jeon Ho-hyeon"
575602,롱 리브 더 킹: 목포 영웅,롱 리브 더 킹: 목포 영웅,ko,2019-06-19,118,0,0,6.5,24,2.1238,"['액션', '범죄', '코미디']","['Film Monster', 'BA Entertainment', 'Plus M Entertainment', 'Michigan Venture Capital', 'Content Zio']",['KR'],2019.0,6.0,Kang Yun-sung,"Kim Rae-won, Won Jin-ah, Jin Sun-kyu, Choi Gwi-hwa, Choi Moo-seong"
575713,잠 못 이루는 섹스 2,잠 못 이루는 섹스2,ko,2016-05-19,77,0,0,8.5,4,1.483,['로맨스'],[],['KR'],2016.0,5.0,Lee Min-hwan,"Kim Do-hee, Do Mo-se, Kang Ye-na"
575718,해치지않아,해치지않아,ko,2020-01-15,117,8100000,8300000,6.221,77,3.9902,"['코미디', '드라마']","['about Film', 'Acemaker Movieworks', 'DCG Plus', 'Finecut']",['KR'],2020.0,1.0,Son Jae-gon,"Ahn Jae-hong, Kang So-ra, Park Young-kyu, Kim Seung-o, Jeon Yeo-been"
575720,우리집,우리집,ko,2019-08-22,92,0,0,7.068,22,1.0165,"['가족', '드라마']","['ATO', 'Lotte Cinema Arte', 'Lotte Entertainment']",['KR'],2019.0,8.0,Yoon Ga-eun,"Kim Na-yeon, Kim Si-a, Joo Ye-rim, Ahn Ji-ho, Choi Jeong-in"
575722,감쪽같은 그녀,감쪽같은 그녀,ko,2019-12-04,104,0,0,6.6,16,0.9623,"['드라마', '코미디']","['Plus M Entertainment', '지오필름']",['KR'],2019.0,12.0,Heo In-moo,"Kim Su-an, Na Moon-hee, Lim Han-bin, Kang Bo-kyung, Chun Woo-hee"
575724,Ms Yanbian Season Flavor,Ms Yanbian Season Flavor,ko,2017-12-22,0,0,0,6.0,1,0.0618,[],[],[],2017.0,12.0,,
575752,항거: 유관순 이야기,항거: 유관순 이야기,ko,2019-02-27,105,0,0,8.0,10,0.7957,"['역사', '드라마']","['Lotte Entertainment', 'DCG Plus']",['KR'],2019.0,2.0,Cho Min-ho,"Ko A-sung, Kim Sae-byuk, Kim Yae-eun, Jeong Ha-dam, Ryu Kyung-soo"
575754,비스트,비스트,ko,2019-06-26,130,0,0,6.6,87,1.2795,"['범죄', '액션', '스릴러', '미스터리']","['Studio & New', 'Next Entertainment World']",['KR'],2019.0,6.0,Lee Jung-ho,"Lee Sung-min, You Chea-myung, Jeon Hye-jin, Choi Daniel, Kim Ho-jung"
576112,후쿠오카,후쿠오카,ko,2020-08-27,86,0,0,6.667,15,0.7862,['드라마'],"['PARALLAX Films', 'Lu Film', 'Indiestory']","['JP', 'KR']",2020.0,8.0,Zhang Lu,"Kwon Hae-hyo, Yoon Je-moon, Park So-dam, Yuki Yamamoto, Rui Zhao"
576710,참을 수 없는 성적 유희,참을 수 없는 성적 유희,ko,2013-02-21,53,0,0,6.0,1,0.6247,['로맨스'],[],[],2013.0,2.0,Lee Se-il,"Yoon Min-ah, Baek Se-ri, Kim Jung-do, Jo Yong-bok"
576929,A Room Without Mirrors,A Room Without Mirrors,ko,2018-01-22,11,0,0,0.0,0,0.0404,[],[],[],2018.0,1.0,Kwang-Ju Son,
576964,누나 친구,누나 친구,ko,2016-01-21,0,0,0,6.0,2,2.4042,"['로맨스', '드라마']",['Four Seasons of Younghwasa'],['KR'],2016.0,1.0,Shin Hyeon-cheol,"Jung Seo-yoon, Kim Yoo-gang, Joo In-cheol, Park Cho-hyeon, Jeong Dong-gyoo"
577205,극장판 헬로카봇: 옴파로스 섬의 비밀,극장판 헬로카봇: 옴파로스 섬의 비밀,ko,2019-01-31,78,0,0,6.0,2,0.7048,"['애니메이션', '모험', '가족', 'SF']",[],[],2019.0,1.0,Choe Shin-gyu,"Lee Ji-hyun, Kim Yong-jun, Yang Jeong-hwa"
578209,윤희에게,윤희에게,ko,2019-11-14,105,0,0,7.1,59,1.9408,"['로맨스', '드라마']","['Film Run', 'J.One Film']",['KR'],2019.0,11.0,Lim Dae-hyung,"Kim Hee-ae, Yuko Nakamura, Kim So-hye, Sung Yu-been, Hana Kino"
578211,판소리 복서,판소리 복서,ko,2019-10-09,113,0,0,6.8,12,1.4442,"['코미디', '드라마']","['Barunson', 'CGV Arthouse']",['KR'],2019.0,10.0,Jung Hyuk-ki,"Um Tae-goo, Lee Hye-ri, Kim Hie-won, Choi Jun-young, Lee Sul"
578473,혀의 미래,혀의 미래,ko,2014-09-15,10,0,0,6.0,1,0.1724,"['로맨스', '코미디']",[],['KR'],2014.0,9.0,Jeong Ga-young,"Jeong Ga-young, Lee Seung-chan"
578478,타이레놀,타이레놀,ko,2015-11-09,29,0,0,0.0,0,0.2723,"['드라마', '스릴러']",['Korea National University of Arts'],['KR'],2015.0,11.0,Hong Ki-won,"Byun Yo-han, Na Chul, Kim Young-sung, Heo Jeong-do"
578480,초능력자,초능력자,ko,2015-11-04,28,0,0,0.0,0,0.1165,['스릴러'],['Korean Academy of Film Arts'],['KR'],2015.0,11.0,Kwon Man-ki,"Kang Hyuk-il, Kim Dong-Jun, Park Se-jong, Choi Sang-Wook"
578481,종말의 주행자,종말의 주행자,ko,2018-05-04,39,0,0,6.0,2,0.3514,"['드라마', 'SF', '코미디']",['Incheon Film Commission'],[],2018.0,5.0,Jo Hyun-Min,"Seo Hyun-woo, Choi Seo-hyun, Jeong In-kyeom, Nam Moon-chul"
578483,Mystery Pink,미스터리 핑크,ko,2018-01-12,9,0,0,0.0,0,0.86,['드라마'],['Indiestory'],['KR'],2018.0,1.0,Koo Hye-sun,"Seo Hyun-jin, Yang Dong-geun"
578488,여름방학,여름방학,ko,2013-10-03,28,0,0,0.0,0,0.2039,['드라마'],['Korean Academy of Film Arts'],[],2013.0,10.0,Son Tae-gyum,"Park Jong-Chan, Lee Won-Hee, Lee Soo-kyung"
579188,가장 보통의 연애,가장 보통의 연애,ko,2019-10-02,109,0,0,6.9,37,1.4887,"['로맨스', '코미디']","['Zip Cinema', 'Next Entertainment World']",['KR'],2019.0,10.0,Kim Han-kyul,"Kim Rae-won, Gong Hyo-jin, Kang Ki-young, Jung Woong-in, Jang So-yeon"
579846,질투의 역사,질투의 역사,ko,2019-03-14,94,0,0,4.3,3,1.2796,"['로맨스', '드라마']","['Storm Pictures Korea', 'Wide Release']",['KR'],2019.0,3.0,Jung In-bong,"Nam Gyu-ri, Oh Ji-ho, Jang So-yeon, Kim Seung-hyun, Jo Han-sun"
579851,시인 할매,시인 할매,ko,2019-02-05,87,0,0,0.0,0,0.0536,['다큐멘터리'],['J Lee Media'],['KR'],2019.0,2.0,Lee Jong-eun,
579853,칠곡 가시나들,칠곡 가시나들,ko,2019-02-27,99,0,0,9.0,3,0.1989,['다큐멘터리'],"['Indieplug', 'DANEW FILM']",['KR'],2019.0,2.0,Kim Jae-hwan,
580626,신의 한 수: 귀수편,신의 한 수: 귀수편,ko,2019-11-07,106,0,0,7.0,29,1.7974,"['범죄', '액션']","['Mays Entertainment', 'CJ Entertainment', 'Azit Film']",['KR'],2019.0,11.0,Khan Lee,"Kwon Sang-woo, Kim Hie-won, Kim Sung-kyun, Heo Sung-tae, Woo Do-hwan"
581079,일진3,일진 3,ko,2019-02-12,80,0,0,0.0,0,0.8721,['액션'],[],['KR'],2019.0,2.0,Lee Soo-sung,"Lee Seung-yong, Byun Jun-woo, Song Min-gyeong"
581387,백두산,백두산,ko,2019-12-19,128,17700000,61321941,6.816,597,3.0458,"['액션', '모험', '스릴러']","['Dexter Studios', 'CJ Entertainment', 'Perfect Storm Film', 'Dexter Pictures']",['KR'],2019.0,12.0,Kim Byung-seo,"Lee Byung-hun, Ha Jung-woo, Don Lee, Jeon Hye-jin, Bae Suzy"
581390,자산어보,자산어보,ko,2021-03-31,126,0,0,7.829,35,1.3319,"['역사', '드라마']","['Plus M Entertainment', 'Cineworld']",['KR'],2021.0,3.0,Lee Joon-ik,"Sul Kyung-gu, Byun Yo-han, Lee Jung-eun, Min Do-hee, Cha Soon-bae"
581392,반도,반도,ko,2020-07-15,115,17000000,42698327,6.747,2456,5.1746,"['공포', '액션', '스릴러', '모험']","['Next Entertainment World', 'RedPeter Films', 'Contents Panda', 'Union Investment Partners', 'Michigan Venture Capital']",['KR'],2020.0,7.0,Yeon Sang-ho,"Gang Dong-won, Lee Jung-hyun, Lee Re, Kwon Hae-hyo, Kim Min-jae"
581394,1947 보스톤,1947 보스톤,ko,2023-04-10,108,0,0,6.4,14,1.5267,['드라마'],"['BA Entertainment', 'Big Picture']",['KR'],2023.0,4.0,Kang Je-kyu,"Ha Jung-woo, Yim Si-wan, Bae Sung-woo, Kim Sang-ho, Park Eun-bin"
581395,비공식작전,비공식작전,ko,2023-08-02,132,0,0,6.782,39,1.1315,"['액션', '스릴러', '드라마']","['Wind Up Film', 'Why Not Film']",['KR'],2023.0,8.0,Kim Seong-hun,"Ha Jung-woo, Ju Ji-hoon, Lim Hyung-kook, Kim Eung-soo, Kim Jong-soo"
581526,다만 악에서 구하소서,다만 악에서 구하소서,ko,2020-08-05,108,12000000,34662454,6.88,208,3.4108,"['범죄', '액션', '드라마']","['Hive Media Corp', 'CJ Entertainment']",['KR'],2020.0,8.0,Hong Won-chan,"Hwang Jung-min, Lee Jung-jae, Park Jeong-min, Choi Hee-seo, Oh Dae-hwan"
581528,악인전,악인전,ko,2019-05-15,112,6500000,25775371,7.848,1310,14.1994,"['범죄', '액션', '스릴러']","['Acemaker Movieworks', 'BA Entertainment', 'Kiwi Media Group', 'B&C CONTENT']",['KR'],2019.0,5.0,Lee Won-tae,"Don Lee, Kim Moo-yul, Kim Sung-kyu, Heo Dong-won, You Chea-myung"
